bookId,price,condition,comments,return_date,status,refund_price,status.1
30165203-american-gods,52,,,,,,
7126.The_Count_of_Monte_Cristo,118,,,,,,
256008.Lonesome_Dove,128,,,,,,
343.Perfume,63,,,,,,
38709.Holes,115,,,,,,
100915.The_Lion_the_Witch_and_the_Wardrobe,131,,,,,,
472331.Watchmen,62,,,,,,
830502.It,67,,,,,,
4556058-the-last-olympian,144,,,,,,
114345.The_Little_House_Collection,135,,,,,,
6656.The_Divine_Comedy,33,,,,,,
34268.Peter_Pan,100,,,,,,
355697.All_Quiet_on_the_Western_Front,76,,,,,,
5907.The_Hobbit_or_There_and_Back_Again,103,,,,,,
1423.The_Compleat_Works_of_Wllm_Shkspr,139,,,,,,
9712.Love_in_the_Time_of_Cholera,109,,,,,,
2802316-shadow-kiss,59,,,,,,
11735983-insurgent,69,,,,,,
3412.The_Thorn_Birds,39,,,,,,
35545737-a-walk-to-remember,121,,,,,,
113946.How_the_Grinch_Stole_Christmas_,86,,,,,,
13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,126,,,,,,
6867.Atonement,66,,,,,,
92303.The_Importance_of_Being_Earnest,112,,,,,,
19501.Eat_Pray_Love,79,,,,,,
37415.Their_Eyes_Were_Watching_God,39,,,,,,
7190.The_Three_Musketeers,108,,,,,,
236093.The_Wonderful_Wizard_of_Oz,47,,,,,,
2282133.Frostbite,90,,,,,,
32929.Goodnight_Moon,86,,,,,,
7784.The_Lorax,145,,,,,,
12067.Good_Omens,53,,,,,,
5996153-blood-promise,141,,,,,,
32261.Tess_of_the_D_Urbervilles,118,,,,,,
1078.The_Good_Earth,38,,,,,,
4900.Heart_of_Darkness,137,,,,,,
2120932.The_Battle_of_the_Labyrinth,30,,,,,,
1622.A_Midsummer_Night_s_Dream,112,,,,,,
18335634-clockwork-princess,141,,,,,,
2547.The_Prophet,104,,,,,,
40605251-the-mists-of-avalon,67,,,,,,
561456.The_Titan_s_Curse,84,,,,,,
28186.The_Sea_of_Monsters,55,,,,,,
7763.The_Joy_Luck_Club,63,,,,,,
13023.Alice_in_Wonderland,68,,,,,,
1852.The_Call_of_the_Wild,35,,,,,,
71728.Jonathan_Livingston_Seagull,105,,,,,,
2175.Madame_Bovary,81,,,,,,
378.The_Phantom_Tollbooth,58,,,,,,
40940121-bridge-to-terabithia,129,,,,,,
7938275-the-hunger-games-trilogy-boxset,147,,,,,,
191139.Oh_the_Places_You_ll_Go_,87,,,,,,
5060378-the-girl-who-played-with-fire,104,,,,,,
6186357-the-maze-runner,103,,,,,,
27712.The_Neverending_Story,43,,,,,,
18254.Oliver_Twist,118,,,,,,
338798.Ulysses,134,,,,,,
295.Treasure_Island,73,,,,,,
10818853-fifty-shades-of-grey,87,,,,,,
40611463-the-clan-of-the-cave-bear,57,,,,,,
62291.A_Storm_of_Swords,129,,,,,,
2696.The_Canterbury_Tales,47,,,,,,
7069.The_World_According_to_Garp,140,,,,,,
10799.A_Farewell_to_Arms,113,,,,,,
58696.David_Copperfield,114,,,,,,
6350972-tote-m-dchen-l-gen-nicht,79,,,,,,
37442.Wicked,59,,,,,,
402093.Sh_gun,101,,,,,,
4588.Extremely_Loud_Incredibly_Close,45,,,,,,
853510.Murder_on_the_Orient_Express,131,,,,,,
18116.His_Dark_Materials,45,,,,,,
3008.A_Little_Princess,84,,,,,,
37470.The_Other_Boleyn_Girl,112,,,,,,
375013.Schindler_s_List,74,,,,,,
39999.The_Boy_in_the_Striped_Pajamas,139,,,,,,
40604658-jurassic-park,123,,,,,,
6527740-last-sacrifice,32,,,,,,
9361589-the-night-circus,35,,,,,,
6487308-fallen,138,,,,,,
7332.The_Silmarillion,122,,,,,,
514811.The_Secret_Magdalene,100,,,,,,
6149.Beloved,34,,,,,,
17690.The_Trial,129,,,,,,
310612.A_Confederacy_of_Dunces,84,,,,,,
3876.The_Sun_Also_Rises,106,,,,,,
10507293-the-selection,140,,,,,,
144974.The_Velveteen_Rabbit,44,,,,,,
6148028-catching-fire,46,,,,,,
7736182-the-lost-hero,88,,,,,,
7896527-throne-of-glass,143,,,,,,
6479259-spirit-bound,58,,,,,,
10025305-clockwork-prince,49,,,,,,
1375.The_Iliad_The_Odyssey,78,,,,,,
17250.The_Crucible,142,,,,,,
135479.Cat_s_Cradle,34,,,,,,
9777.The_God_of_Small_Things,40,,,,,,
5659.The_Wind_in_the_Willows,118,,,,,,
8130077-the-screwtape-letters,58,,,,,,
2865.Girl_with_a_Pearl_Earring,43,,,,,,
561909.The_Hiding_Place,35,,,,,,
30118.A_Light_in_the_Attic,30,,,,,,
23807.The_Silence_of_the_Lambs,55,,,,,,
6068551-shiver,38,,,,,,
24770.Uglies,95,,,,,,
6752378-city-of-fallen-angels,65,,,,,,
4069.Man_s_Search_for_Meaning,86,,,,,,
5203.She_s_Come_Undone,125,,,,,,
480204.The_Phantom_of_the_Opera,40,,,,,,
12691.Marley_and_Me,144,,,,,,
24337.Ella_Enchanted,124,,,,,,
11275.The_Wind_Up_Bird_Chronicle,97,,,,,,
36381037-cinder,150,,,,,,
11566.The_Green_Mile,66,,,,,,
40495148-blindness,144,,,,,,
10572.A_Clash_of_Kings,119,,,,,,
10975.The_Sound_and_the_Fury,54,,,,,,
40874325-the-shack,32,,,,,,
30183.Marked,119,,,,,,
39832183-the-guernsey-literary-and-potato-peel-pie-society,135,,,,,,
46170.For_Whom_the_Bell_Tolls,135,,,,,,
7745.Fear_and_Loathing_in_Las_Vegas,150,,,,,,
9328.The_House_of_the_Spirits,123,,,,,,
24812.The_Complete_Calvin_and_Hobbes,54,,,,,,
546018.Roots,112,,,,,,
10614.Misery,52,,,,,,
6294.Howl_s_Moving_Castle,136,,,,,,
350.Stranger_in_a_Strange_Land,97,,,,,,
41044096-island-of-the-blue-dolphins,71,,,,,,
6892870-the-girl-who-kicked-the-hornet-s-nest,124,,,,,,
29044.The_Secret_History,119,,,,,,
32234.White_Oleander,82,,,,,,
48855.The_Diary_of_a_Young_Girl,128,,,,,,
11614718-delirium,85,,,,,,
11505797-beautiful-disaster,44,,,,,,
12996.Othello,57,,,,,,
6801755-flow-down-like-silver,68,,,,,,
6442769-paper-towns,42,,,,,,
43814.The_Vampire_Lestat,128,,,,,,
39280444-speak,51,,,,,,
12505.The_Idiot,43,,,,,,
12938.King_Lear,86,,,,,,
43545.The_Once_and_Future_King,121,,,,,,
227711.I_Know_This_Much_Is_True,88,,,,,,
14497.Neverwhere,101,,,,,,
1845.Into_the_Wild,69,,,,,,
28194.Inkheart,132,,,,,,
46787.Uncle_Tom_s_Cabin,59,,,,,,
28881.Lamb,105,,,,,,
30236962-the-historian,118,,,,,,
188572.The_Complete_Sherlock_Holmes,133,,,,,,
19380.Candide,68,,,,,,
6689.James_and_the_Giant_Peach,61,,,,,,
16981.Invisible_Man,126,,,,,,
19288043-gone-girl,33,,,,,,
2184798.Blood_River,85,,,,,,
15997.Paradise_Lost,128,,,,,,
32085.All_Creatures_Great_and_Small,51,,,,,,
3236307-graceling,63,,,,,,
569564.The_Complete_Works,92,,,,,,
40440.The_Thirteenth_Tale,150,,,,,,
29579.Foundation,71,,,,,,
11297.Norwegian_Wood,140,,,,,,
133518.The_Things_They_Carried,104,,,,,,
4687.The_Cider_House_Rules,121,,,,,,
2493.The_Time_Machine,137,,,,,,
39662.Different_Seasons,102,,,,,,
4929.Kafka_on_the_Shore,61,,,,,,
93.Heidi,32,,,,,,
37732.Are_You_There_God_It_s_Me_Margaret,109,,,,,,
8755776-city-of-lost-souls,92,,,,,,
10959.Sophie_s_World,129,,,,,,
16902.Walden,136,,,,,,
1215032.The_Wise_Man_s_Fear,54,,,,,,
40937505,59,,,,,,
58345.The_Awakening,141,,,,,,
16068905-fangirl,50,,,,,,
228560.Sophie_s_Choice,141,,,,,,
16735.The_Prince_of_Tides,148,,,,,,
6334.Never_Let_Me_Go,109,,,,,,
9520360-the-son-of-neptune,55,,,,,,
301082.Dead_Until_Dark,54,,,,,,
9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,31,,,,,,
11857408-fifty-shades-darker,116,,,,,,
9969571-ready-player-one,129,,,,,,
19089.Middlemarch,41,,,,,,
44186.The_Monster_at_the_End_of_this_Book,121,,,,,,
17927395-a-court-of-mist-and-fury,120,,,,,,
37781.Things_Fall_Apart,61,,,,,,
227443.Bridget_Jones_s_Diary,137,,,,,,
14942.Mrs_Dalloway,51,,,,,,
7260188-mockingjay,32,,,,,,
5113.Franny_and_Zooey,105,,,,,,
122.The_Power_of_One,92,,,,,,
65605.The_Magician_s_Nephew,146,,,,,,
16793.Stardust,60,,,,,,
32542.A_Time_to_Kill,36,,,,,,
43615.The_Gunslinger,85,,,,,,
47281.Number_the_Stars,140,,,,,,
36402034-do-androids-dream-of-electric-sheep,67,,,,,,
18710190-allegiant,142,,,,,,
15745753-eleanor-park,35,,,,,,
21.A_Short_History_of_Nearly_Everything,107,,,,,,
33.The_Lord_of_the_Rings,97,,,,,,
17347634-me-before-you,54,,,,,,
12127750-the-mark-of-athena,99,,,,,,
3153910-the-art-of-racing-in-the-rain,75,,,,,,
7235533-the-way-of-kings,66,,,,,,
4374400-if-i-stay,102,,,,,,
3685.Black_Beauty,111,,,,,,
9275658-legend,131,,,,,,
8921.The_Hound_of_the_Baskervilles,70,,,,,,
7588.A_Portrait_of_the_Artist_as_a_Young_Man,141,,,,,,
7733.Gulliver_s_Travels,132,,,,,,
5826.Bel_Canto,78,,,,,,
28676.American_Psycho,91,,,,,,
5805.V_for_Vendetta,31,,,,,,
310259.Love_You_Forever,31,,,,,,
6327.The_Witches,37,,,,,,
646462._,144,,,,,,
2213661.The_Graveyard_Book,53,,,,,,
14905.The_Complete_Novels,43,,,,,,
13536860-fifty-shades-freed,87,,,,,,
10920.Cold_Mountain,82,,,,,,
43035.White_Fang,92,,,,,,
11387515-wonder,116,,,,,,
52357.Beowulf,91,,,,,,
84981.Tuck_Everlasting,54,,,,,,
68428.The_Final_Empire,123,,,,,,
6304335-beautiful-creatures,76,,,,,,
16631.Steppenwolf,79,,,,,,
45978.Eldest,126,,,,,,
42899.Dark_Lover,105,,,,,,
46799.Go_Ask_Alice,77,,,,,,
30528535,76,,,,,,
228665.The_Eye_of_the_World,108,,,,,,
391729.The_Tell_Tale_Heart_and_Other_Writings,133,,,,,,
77013.As_I_Lay_Dying,81,,,,,,
5148.A_Separate_Peace,144,,,,,,
15195.The_Complete_Maus,87,,,,,,
45032.Mansfield_Park,96,,,,,,
3985.The_Amazing_Adventures_of_Kavalier_Clay,144,,,,,,
2248573.Brisingr,102,,,,,,
30528544,36,,,,,,
60748.A_Child_Called_It_,57,,,,,,
22232.Stargirl,45,,,,,,
67896.Tao_Te_Ching,144,,,,,,
5526.Dear_John,33,,,,,,
14836.Midnight_s_Children,63,,,,,,
12578077-obsidian,54,,,,,,
11590._Salem_s_Lot,49,,,,,,
76778.The_Martian_Chronicles,70,,,,,,
7791997-crescendo,126,,,,,,
11713.The_English_Patient,58,,,,,,
4406.East_of_Eden,85,,,,,,
49628.Cloud_Atlas,111,,,,,,
629.Zen_and_the_Art_of_Motorcycle_Maintenance,76,,,,,,
18007564-the-martian,96,,,,,,
5358.The_Firm,91,,,,,,
6400090-the-last-song,31,,,,,,
17150.My_ntonia,56,,,,,,
10429045-shatter-me,134,,,,,,
18122.The_Amber_Spyglass,129,,,,,,
130440.Doctor_Zhivago,87,,,,,,
30597.The_Hunchback_of_Notre_Dame,75,,,,,,
2932.Robinson_Crusoe,46,,,,,,
15645.Inferno,94,,,,,,
6952.Like_Water_for_Chocolate,64,,,,,,
251688.Breakfast_at_Tiffany_s_and_Three_Stories,66,,,,,,
31685789-room,58,,,,,,
5364.Dragonfly_in_Amber,126,,,,,,
4980.Breakfast_of_Champions,34,,,,,,
6319.The_BFG,51,,,,,,
23437156-six-of-crows,143,,,,,,
862041.Harry_Potter_Series_Box_Set,79,,,,,,
22463.The_Origin_of_Species,106,,,,,,
5211.A_Fine_Balance,85,,,,,,
8490112-daughter-of-smoke-bone,138,,,,,,
51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,57,,,,,,
8755785-city-of-heavenly-fire,134,,,,,,
3975774-evermore,122,,,,,,
41637836-the-subtle-knife,35,,,,,,
12898.Death_of_a_Salesman,64,,,,,,
10644930-11-22-63,82,,,,,,
11989.The_Plague,80,,,,,,
386187.Midnight_in_the_Garden_of_Good_and_Evil,106,,,,,,
12220.A_Streetcar_Named_Desire,39,,,,,,
6759.Infinite_Jest,150,,,,,,
28862.The_Prince,83,,,,,,
1420.Hamlet,83,,,,,,
14706.Faust_First_Part,60,,,,,,
40873273-snow-flower-and-the-secret-fan,90,,,,,,
28921.The_Remains_of_the_Day,66,,,,,,
6936382-anna-and-the-french-kiss,77,,,,,,
13497.A_Feast_for_Crows,73,,,,,,
13152.The_Angel_Experiment,62,,,,,,
9460487-miss-peregrine-s-home-for-peculiar-children,129,,,,,,
7735333-matched,125,,,,,,
43448.Flowers_in_the_Attic,138,,,,,,
7354.The_Shipping_News,30,,,,,,
8664353-unbroken,142,,,,,,
136116.The_Scarlet_Pimpernel,132,,,,,,
15717943-hopeless,81,,,,,,
14201.Jonathan_Strange_Mr_Norrell,45,,,,,,
187181.The_Chosen,118,,,,,,
285092.High_Fidelity,118,,,,,,
394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,55,,,,,,
18143977-all-the-light-we-cannot-see,70,,,,,,
11324204-houdini-heart,138,,,,,,
249747.Artemis_Fowl,34,,,,,,
19302.Pippi_Longstocking,81,,,,,,
3950967-the-tales-of-beedle-the-bard,131,,,,,,
10956.The_Virgin_Suicides,63,,,,,,
101299.The_Reader,48,,,,,,
14866.Nineteen_Minutes,71,,,,,,
12127810-the-house-of-hades,89,,,,,,
33600.Shantaram,94,,,,,,
397483.The_Devil_in_the_White_City,109,,,,,,
11422.Redeeming_Love,137,,,,,,
53835.The_Age_of_Innocence,135,,,,,,
1656001.The_Host,135,,,,,,
6411961-the-lost-symbol,132,,,,,,
6088007-neuromancer,127,,,,,,
676924.Betrayed,58,,,,,,
17716.Waiting_for_Godot,112,,,,,,
18114322-the-grapes-of-wrath,112,,,,,,
50398.Northanger_Abbey,96,,,,,,
140225.The_Voyage_of_the_Dawn_Treader,70,,,,,,
11012.Dubliners,72,,,,,,
42900.Lover_Awakened,128,,,,,,
656.War_and_Peace,144,,,,,,
16096824-a-court-of-thorns-and-roses,67,,,,,,
137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,87,,,,,,
34080.The_Waste_Land,145,,,,,,
2866718-untamed,61,,,,,,
256566.Everything_Is_Illuminated,59,,,,,,
10664113-a-dance-with-dragons,96,,,,,,
17167166-crown-of-midnight,87,,,,,,
59716.To_the_Lighthouse,146,,,,,,
13214.I_Know_Why_the_Caged_Bird_Sings,80,,,,,,
41804.I_Robot,49,,,,,,
690926.The_Twilight_Collection,126,,,,,,
5308.The_Pearl,66,,,,,,
18635016-the-one,136,,,,,,
41681.The_Jungle,113,,,,,,
10592.Carrie,72,,,,,,
77142.Snow_Falling_on_Cedars,37,,,,,,
10987.Voyager,61,,,,,,
18765.I_Claudius,86,,,,,,
20613470-heir-of-fire,47,,,,,,
4137.Me_Talk_Pretty_One_Day,71,,,,,,
1326258.Chosen,88,,,,,,
3087.A_Room_with_a_View,59,,,,,,
31242.Bleak_House,71,,,,,,
30289.The_Republic,92,,,,,,
84369.The_Last_Battle,50,,,,,,
179780.The_Exorcist,34,,,,,,
9293020-the-elephant-tree,148,,,,,,
17061.Coraline,136,,,,,,
24861.Demian,91,,,,,,
16101128-the-5th-wave,130,,,,,,
6644117-the-iron-king,74,,,,,,
34384161-quantum-roots-ii,39,,,,,,
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,87,,,,,,
93101.The_Arabian_Nights,78,,,,,,
112204.The_Complete_Poems_of_Emily_Dickinson,124,,,,,,
7740152-torment,71,,,,,,
8709527-bloodlines,87,,,,,,
34521870-mistress-suffragette,121,,,,,,
5797.Vanity_Fair,132,,,,,,
43889.Wizard_s_First_Rule,117,,,,,,
156538.North_and_South,30,,,,,,
30933.Brideshead_Revisited,108,,,,,,
14743.The_God_Delusion,100,,,,,,
33124137-pet-sematary,86,,,,,,
31548.Of_Human_Bondage,130,,,,,,
40651883-snow-crash,113,,,,,,
8908.World_War_Z,30,,,,,,
3682.A_Great_and_Terrible_Beauty,41,,,,,,
20448515-bared-to-you,104,,,,,,
11901.The_Witching_Hour,52,,,,,,
8909.The_War_of_the_Worlds,78,,,,,,
2800905-the-summoning,37,,,,,,
6150.Cry_the_Beloved_Country,85,,,,,,
51606.Johnny_Got_His_Gun,91,,,,,,
47401.Chocolat,107,,,,,,
1421990.Halfway_to_the_Grave,121,,,,,,
49436.Three_Cups_of_Tea,123,,,,,,
4268157-perfect-chemistry,32,,,,,,
22328546-red-queen,92,,,,,,
3777732-city-of-glass,66,,,,,,
6485421-the-mortal-instruments-boxed-set,139,,,,,,
5890.The_Woman_in_White,64,,,,,,
960.Angels_Demons,41,,,,,,
51738.Just_Listen,141,,,,,,
70535.2001,121,,,,,,
51737.The_Truth_About_Forever,144,,,,,,
8667848-a-discovery-of-witches,45,,,,,,
764347.Unwind,87,,,,,,
135836.Trainspotting,99,,,,,,
197084.Are_You_My_Mother_,86,,,,,,
4799.Cannery_Row,93,,,,,,
12957.Much_Ado_About_Nothing,55,,,,,,
12749.Swann_s_Way,105,,,,,,
556602.Sarah_s_Key,89,,,,,,
420282.The_Polar_Express,60,,,,,,
2299110.Acheron,62,,,,,,
32049.Lady_Chatterley_s_Lover,109,,,,,,
16248068-the-elite,118,,,,,,
10637766-silence,71,,,,,,
40611328-ishmael,86,,,,,,
4009.Nine_Stories,94,,,,,,
11408650-the-unbecoming-of-mara-dyer,52,,,,,,
838729.The_Return_of_the_King,127,,,,,,
18460392-all-the-bright-places,101,,,,,,
1898.Into_Thin_Air,98,,,,,,
31463.Far_From_the_Madding_Crowd,91,,,,,,
29908754-the-zombie-room,62,,,,,,
7747374-i-am-number-four,82,,,,,,
15863832-angelfall,125,,,,,,
140077.Dead_to_the_World,148,,,,,,
2156.Persuasion,131,,,,,,
41014505-the-bronze-horseman,105,,,,,,
56728.You_Are_Special,82,,,,,,
518848.Sabriel,65,,,,,,
3591262-cutting-for-stone,96,,,,,,
77767.Little_House_on_the_Prairie,71,,,,,,
92307.Being_and_Time,74,,,,,,
179064.The_Goose_Girl,132,,,,,,
31122.I_Capture_the_Castle,142,,,,,,
40611510-the-last-lecture,39,,,,,,
13188676-ignite-me,30,,,,,,
92517.The_Glass_Menagerie,99,,,,,,
1625.Twelfth_Night,134,,,,,,
10576365-the-darkest-minds,52,,,,,,
36236125-invisible-monsters,99,,,,,,
11899.The_Hours,49,,,,,,
40909452-drums-of-autumn,150,,,,,,
305234.Wicked_Lovely,132,,,,,,
366522.P_S_I_Love_You,44,,,,,,
18006496-queen-of-shadows,96,,,,,,
4134071-hunted,95,,,,,,
5064.World_Without_End,51,,,,,,
5326.A_Christmas_Carol,97,,,,,,
24128.The_Merchant_of_Venice,32,,,,,,
29127.The_Last_Unicorn,120,,,,,,
30333938-slammed,30,,,,,,
8337.Little_House_in_the_Big_Woods,60,,,,,,
77566.Hyperion,39,,,,,,
12497.No_Country_for_Old_Men,40,,,,,,
30868.The_Bean_Trees,122,,,,,,
17675462-the-raven-boys,110,,,,,,
78411.The_Bad_Beginning,38,,,,,,
15638.Cyrano_de_Bergerac,74,,,,,,
7967.Speaker_for_the_Dead,39,,,,,,
902.The_Westing_Game,50,,,,,,
5439.Interpreter_of_Maladies,113,,,,,,
7090447-the-red-pyramid,128,,,,,,
16143347-we-were-liars,76,,,,,,
17333223-the-goldfinch,130,,,,,,
5527.All_the_King_s_Men,116,,,,,,
13006.Julius_Caesar,52,,,,,,
40593473-finding-hope-in-the-darkness-of-grief,32,,,,,,
77390.Anne_of_Avonlea,57,,,,,,
7723542-a-dog-s-purpose,49,,,,,,
227571.Peace_Like_a_River,63,,,,,,
80660.We_Need_to_Talk_About_Kevin,103,,,,,,
65641.The_Silver_Chair,52,,,,,,
25480342-a-monster-calls,37,,,,,,
567678.The_Wasp_Factory,57,,,,,,
10534.The_Art_of_War,60,,,,,,
60510.Poison_Study,86,,,,,,
23522.Mythology,36,,,,,,
15241.The_Two_Towers,135,,,,,,
17125.One_Day_in_the_Life_of_Ivan_Denisovich,54,,,,,,
52529.The_Secret,76,,,,,,
43758.The_Queen_of_the_Damned,87,,,,,,
27523.Left_Behind,50,,,,,,
27003.The_Eyre_Affair,54,,,,,,
7664041-inheritance,129,,,,,,
6482837-before-i-fall,38,,,,,,
59219.The_Talisman,48,,,,,,
8492825-where-she-went,47,,,,,,
121749.Prince_Caspian,66,,,,,,
10441.The_Memory_Keeper_s_Daughter,81,,,,,,
20758104-the-knife-of-never-letting-go,106,,,,,,
7304203-shadowfever,148,,,,,,
2536134.Gone,94,,,,,,
15622.Native_Son,123,,,,,,
110737.Seabiscuit,128,,,,,,
78433.The_Blind_Assassin,137,,,,,,
682804.The_Killer_Angels,133,,,,,,
17841.Foucault_s_Pendulum,41,,,,,,
7631105-the-scorch-trials,32,,,,,,
112750.Darkfever,113,,,,,,
3867.The_History_of_Love,144,,,,,,
374233.If_on_a_Winter_s_Night_a_Traveler,128,,,,,,
14935.Sense_and_Sensibility,38,,,,,,
